id,fechaReporte,tipoIncidente,gravedad,AreaRecreativaID
2573,2019-11-09,Vandalismo,Critica,5213822
2574,2022-09-03,Accidente,Media,18259
2575,2020-05-12,Daño estructural,Media,18539
2576,2022-11-29,Accidente,Critica,16658
2577,2020-01-23,Caida,Baja,16984
2578,2024-08-02,Caida,Critica,18585
2579,2022-12-26,Daño estructural,Baja,8799632
2580,2022-02-10,Vandalismo,Critica,17284
2581,2020-03-24,Robo,Baja,3568959
2582,2022-11-29,Vandalismo,Baja,18151
2583,2023-10-25,Vandalismo,Baja,16738
2584,2024-05-15,Accidente,Alta,16844
2585,2023-12-02,Robo,Alta,17473
2586,2019-12-15,Accidente,Media,17345
2587,2023-01-29,Accidente,Alta,7902175
2588,2020-05-06,Daño estructural,Alta,18557
2589,2023-01-24,Vandalismo,Baja,18414
2590,2023-05-29,Vandalismo,Alta,8799551
2591,2024-01-12,Daño estructural,Alta,17801
2592,2021-07-17,Vandalismo,Media,17658
2593,2020-08-12,Daño estructural,Media,17736
2594,2023-03-13,Accidente,Media,16938
2595,2021-07-13,Daño estructural,Baja,7927289
2596,2023-12-23,Vandalismo,Critica,5219934
2597,2019-04-12,Daño estructural,Baja,18111
2598,2023-02-03,Daño estructural,Baja,6819623
2599,2023-03-17,Accidente,Media,17903
2600,2024-10-04,Caida,Baja,17691
2601,2019-12-28,Caida,Critica,16849
2602,2020-05-15,Daño estructural,Critica,17595
2603,2020-11-13,Vandalismo,Media,5195676
2604,2022-05-03,Caida,Baja,7403980
2605,2022-09-08,Accidente,Alta,18030
2606,2023-03-10,Robo,Media,17524
2607,2020-08-22,Daño estructural,Baja,5241174
2608,2023-06-26,Caida,Alta,17099
2609,2021-02-26,Robo,Critica,3573333
2610,2024-04-23,Robo,Critica,16768
2611,2024-10-13,Daño estructural,Baja,17095
2612,2023-05-10,Caida,Critica,5219929
2613,2024-08-22,Daño estructural,Alta,4985689
2614,2023-01-06,Robo,Media,18288
2615,2024-08-07,Caida,Baja,17959
2616,2021-12-26,Robo,Critica,17087
2617,2023-12-20,Vandalismo,Baja,16954
2618,2024-05-24,Daño estructural,Baja,52211
2619,2021-08-19,Vandalismo,Alta,3569191
2620,2021-08-10,Caida,Media,7126508
2621,2020-04-05,Vandalismo,Alta,52102
2622,2021-05-09,Accidente,Critica,17485
2623,2021-06-17,Robo,Media,16953
2624,2021-10-21,Robo,Alta,17304
2625,2023-04-23,Robo,Alta,17317
2626,2024-01-16,Daño estructural,Critica,3971913
2627,2020-12-15,Accidente,Alta,5653716
2628,2023-01-25,Vandalismo,Critica,17845
2629,2021-09-18,Caida,Media,5237108
2630,2024-03-23,Accidente,Alta,17613
2631,2019-11-15,Caida,Baja,3568959
2632,2021-01-23,Caida,Baja,18576
2633,2024-01-31,Daño estructural,Alta,5219515
2634,2020-05-30,Accidente,Baja,7862164
2635,2021-08-28,Caida,Critica,17731
2636,2024-05-18,Daño estructural,Media,18153
2637,2024-05-21,Caida,Baja,17019
2638,2020-08-24,Daño estructural,Critica,17449
2639,2021-10-06,Daño estructural,Alta,5653967
2640,2022-08-16,Accidente,Alta,16744
2641,2023-03-13,Accidente,Media,18277
2642,2024-03-14,Robo,Baja,18627
2643,2023-05-16,Daño estructural,Critica,16867
2644,2020-01-10,Robo,Media,5219929
2645,2023-11-03,Daño estructural,Media,8775334
2646,2023-05-31,Accidente,Media,17626
2647,2021-11-04,Vandalismo,Critica,18327
2648,2021-08-08,Daño estructural,Alta,17176
2649,2023-03-18,Vandalismo,Alta,17626
2650,2024-08-02,Accidente,Alta,52180
2651,2021-10-11,Vandalismo,Baja,17358
2652,2021-05-25,Caida,Alta,17517
2653,2023-03-18,Robo,Alta,17967
2654,2022-04-11,Daño estructural,Media,18360
2655,2024-02-14,Robo,Alta,17795
2656,2024-07-06,Robo,Baja,16690
2657,2020-05-24,Accidente,Media,8941726
2658,2021-10-20,Accidente,Media,17395
2659,2021-06-30,Vandalismo,Media,17083
2660,2019-11-09,Accidente,Baja,52902
2661,2022-12-25,Daño estructural,Media,17965
2662,2023-09-14,Caida,Media,18225
2663,2023-09-02,Robo,Alta,52078
2664,2023-02-21,Daño estructural,Alta,18640
2665,2023-10-31,Accidente,Media,17313
2666,2024-04-20,Robo,Baja,17106
2667,2022-08-04,Daño estructural,Alta,17499
2668,2023-07-12,Vandalismo,Alta,18029
2669,2023-05-18,Robo,Alta,18311
2670,2023-02-19,Accidente,Critica,17899
2671,2022-08-04,Robo,Alta,18248
2672,2020-07-16,Robo,Media,17578
2673,2021-05-21,Accidente,Critica,18369
2674,2023-11-01,Robo,Media,18053
2675,2024-01-09,Accidente,Alta,18219
2676,2022-03-17,Caida,Alta,16721
2677,2020-02-22,Daño estructural,Baja,5241186
2678,2019-12-13,Daño estructural,Media,17475
2679,2021-08-01,Daño estructural,Media,18248
2680,2023-09-07,Robo,Media,17534
2681,2023-04-12,Daño estructural,Baja,7126156
2682,2023-02-01,Vandalismo,Baja,17847
2683,2022-08-10,Vandalismo,Media,52153
2684,2024-02-11,Robo,Baja,7168553
2685,2019-10-29,Accidente,Critica,18291
2686,2021-12-13,Daño estructural,Alta,5653899
2687,2023-07-13,Robo,Media,17939
2688,2024-09-06,Vandalismo,Alta,18201
2689,2021-09-08,Caida,Media,17485
2690,2020-04-03,Accidente,Critica,17135
2691,2022-05-26,Daño estructural,Alta,17078
2692,2022-06-30,Accidente,Baja,52165
2693,2021-07-14,Vandalismo,Alta,18340
2694,2021-11-05,Daño estructural,Critica,7882656
2695,2021-03-12,Accidente,Media,52106
2696,2022-10-20,Robo,Baja,5219933
2697,2021-07-05,Robo,Media,16904
2698,2023-10-13,Vandalismo,Media,8799942
2699,2021-10-25,Caida,Critica,17020
2700,2022-12-20,Accidente,Baja,18005
2701,2019-10-26,Caida,Media,17699
2702,2021-11-14,Robo,Alta,5237128
2703,2020-05-29,Accidente,Alta,18147
2704,2020-01-26,Accidente,Alta,17058
2705,2021-01-23,Caida,Alta,52149
2706,2022-09-01,Vandalismo,Critica,17591
2707,2021-03-22,Accidente,Media,5237130
2708,2022-04-09,Daño estructural,Baja,18053
2709,2021-07-31,Robo,Media,17980
2710,2020-02-23,Vandalismo,Critica,18264
2711,2021-02-19,Daño estructural,Media,17954
2712,2020-08-24,Vandalismo,Alta,16792
2713,2021-08-14,Caida,Alta,17162
2714,2020-06-11,Robo,Alta,5209024
2715,2022-02-27,Daño estructural,Critica,17505
2716,2020-01-13,Caida,Media,17196
2717,2020-07-17,Caida,Baja,7862164
2718,2023-07-15,Robo,Alta,16784
2719,2023-12-25,Robo,Media,17072
2720,2024-06-29,Vandalismo,Alta,8799540
2721,2020-01-26,Accidente,Baja,5195568
2722,2020-08-17,Accidente,Baja,52126
2723,2024-05-01,Caida,Alta,17337
2724,2020-09-15,Vandalismo,Critica,17032
2725,2022-10-16,Accidente,Critica,17724
2726,2021-04-20,Daño estructural,Baja,17309
2727,2024-03-25,Accidente,Critica,7889423
2728,2024-01-14,Daño estructural,Critica,16664
2729,2022-06-17,Daño estructural,Alta,5178801
2730,2021-10-29,Robo,Alta,16665
2731,2022-07-23,Daño estructural,Media,17574
2732,2024-08-21,Daño estructural,Media,18447
2733,2023-04-09,Vandalismo,Critica,17866
2734,2020-02-26,Caida,Alta,16953
2735,2020-09-11,Accidente,Alta,52084
2736,2021-04-18,Caida,Media,5219924
2737,2020-02-06,Robo,Alta,52170
2738,2020-03-18,Vandalismo,Baja,52216
2739,2021-07-20,Accidente,Alta,17035
2740,2021-11-21,Caida,Alta,17396
2741,2021-12-15,Robo,Baja,17676
2742,2024-01-16,Vandalismo,Baja,17664
2743,2021-09-15,Robo,Media,18090
2744,2020-05-26,Vandalismo,Critica,52223
2745,2023-05-24,Daño estructural,Alta,461183
2746,2020-06-15,Caida,Alta,17039
2747,2020-06-21,Robo,Alta,4794404
2748,2023-03-27,Robo,Critica,7180264
2749,2023-01-02,Vandalismo,Baja,7403980
2750,2023-12-12,Accidente,Baja,17593
2751,2020-06-28,Caida,Media,18092
2752,2020-04-24,Accidente,Baja,8799531
2753,2022-10-26,Caida,Alta,16815
2754,2020-04-14,Daño estructural,Critica,5075332
2755,2024-08-27,Daño estructural,Critica,4749889
2756,2024-01-14,Vandalismo,Alta,3573208
2757,2020-02-23,Caida,Baja,17529
2758,2022-05-29,Accidente,Critica,16970
2759,2021-06-08,Caida,Baja,17813
2760,2022-03-14,Robo,Critica,18139
2761,2023-12-12,Daño estructural,Alta,52058
2762,2020-12-08,Robo,Critica,9177985
2763,2019-11-27,Vandalismo,Media,17434
2764,2021-08-06,Robo,Media,8785504
2765,2020-09-12,Daño estructural,Critica,17033
2766,2022-09-17,Caida,Critica,16711
2767,2021-02-01,Caida,Critica,17875
2768,2023-12-21,Daño estructural,Media,52075
2769,2021-09-26,Daño estructural,Media,17042
2770,2023-08-20,Robo,Alta,18000
2771,2022-08-30,Daño estructural,Media,52197
2772,2022-09-02,Daño estructural,Baja,3573053
2773,2023-06-06,Accidente,Baja,17774
2774,2020-02-16,Caida,Media,5219930
2775,2021-03-11,Vandalismo,Media,16855
2776,2022-05-08,Accidente,Critica,16836
2777,2020-01-10,Vandalismo,Critica,17552
2778,2022-06-01,Caida,Critica,7280401
2779,2022-01-17,Accidente,Alta,18151
2780,2024-07-14,Accidente,Media,3531284
2781,2024-10-08,Accidente,Media,18143
2782,2024-04-06,Accidente,Baja,17623
2783,2020-08-29,Robo,Baja,5219515
2784,2023-09-07,Daño estructural,Critica,18530
2785,2023-06-27,Caida,Alta,52119
2786,2022-01-24,Vandalismo,Critica,5237137
2787,2020-05-02,Caida,Critica,16822
2788,2024-01-17,Vandalismo,Critica,17278
2789,2022-12-28,Vandalismo,Critica,18080
2790,2024-03-20,Daño estructural,Alta,17386
2791,2022-04-25,Robo,Media,8907322
2792,2022-03-18,Accidente,Media,18534
2793,2023-12-03,Accidente,Alta,18284
2794,2024-01-25,Accidente,Media,17956
2795,2024-05-06,Vandalismo,Media,5241171
2796,2024-06-04,Accidente,Critica,52226
2797,2022-04-23,Accidente,Media,18130
2798,2020-08-01,Caida,Alta,52120
2799,2022-05-01,Vandalismo,Critica,17217
2800,2023-12-12,Caida,Critica,17731
2801,2023-08-08,Daño estructural,Critica,18556
2802,2023-05-11,Daño estructural,Media,17130
2803,2022-10-13,Robo,Alta,18239
2804,2023-07-08,Robo,Alta,18179
2805,2023-01-25,Caida,Critica,4730886
2806,2019-11-22,Accidente,Critica,17025
2807,2024-09-16,Daño estructural,Critica,18242
2808,2023-11-24,Caida,Media,6819626
2809,2023-08-18,Robo,Baja,5213821
2810,2024-07-05,Vandalismo,Baja,18508
2811,2023-04-09,Accidente,Baja,8799601
2812,2022-12-26,Accidente,Baja,18048
2813,2023-10-14,Vandalismo,Alta,16774
2814,2023-10-25,Accidente,Baja,17163
2815,2022-06-11,Accidente,Media,17038
2816,2021-05-13,Accidente,Baja,16792
2817,2020-06-24,Vandalismo,Media,52177
2818,2023-07-01,Caida,Media,16978
2819,2021-11-03,Accidente,Critica,7908048
2820,2020-09-29,Accidente,Critica,17955
2821,2024-06-15,Daño estructural,Media,6819617
2822,2020-08-29,Robo,Alta,18450
2823,2022-09-15,Accidente,Media,9049653
2824,2024-01-22,Daño estructural,Alta,5219933
2825,2023-03-28,Daño estructural,Media,16882
2826,2024-06-20,Daño estructural,Critica,17925
2827,2022-04-26,Vandalismo,Critica,16843
2828,2024-08-25,Accidente,Critica,17491
2829,2020-11-18,Daño estructural,Critica,18210
2830,2021-02-18,Vandalismo,Alta,3573016
2831,2023-04-06,Caida,Alta,52148
2832,2023-04-26,Robo,Baja,9293991
2833,2021-03-15,Robo,Media,3740788
2834,2022-04-20,Daño estructural,Baja,17340
2835,2021-06-05,Robo,Critica,18280
2836,2020-02-23,Vandalismo,Critica,18572
2837,2024-06-30,Accidente,Alta,16892
2838,2022-08-26,Caida,Baja,5237124
2839,2023-10-04,Vandalismo,Critica,52170
2840,2024-01-11,Vandalismo,Baja,8907322
2841,2022-06-06,Accidente,Baja,17330
2842,2021-01-20,Caida,Media,16923
2843,2021-03-27,Robo,Baja,17544
2844,2020-03-30,Caida,Baja,18007
2845,2022-05-31,Accidente,Media,17536
2846,2024-06-01,Vandalismo,Media,17547
2847,2022-06-01,Daño estructural,Alta,18444
2848,2024-06-12,Vandalismo,Alta,18325
2849,2023-01-04,Vandalismo,Critica,7247843
2850,2024-07-05,Caida,Baja,17892
2851,2024-04-16,Accidente,Alta,17507
2852,2024-07-10,Accidente,Baja,52169
2853,2020-04-10,Accidente,Critica,17484
2854,2024-07-17,Daño estructural,Media,16886
2855,2022-10-25,Daño estructural,Baja,16882
2856,2023-02-14,Vandalismo,Baja,7247843
2857,2023-12-28,Accidente,Baja,17090
2858,2021-06-07,Accidente,Critica,7595815
2859,2022-02-19,Daño estructural,Critica,17473
2860,2021-05-20,Robo,Alta,4749895
2861,2021-10-30,Vandalismo,Critica,17366
2862,2022-05-12,Caida,Baja,52185
2863,2020-12-09,Accidente,Critica,16975
2864,2022-02-25,Accidente,Critica,7895078
2865,2022-05-24,Accidente,Baja,17547
2866,2022-06-01,Vandalismo,Critica,5237138
2867,2020-08-27,Vandalismo,Critica,3740788
2868,2024-01-17,Accidente,Media,18073
2869,2022-07-09,Accidente,Baja,18422
2870,2021-08-04,Accidente,Alta,52074
2871,2021-11-06,Accidente,Alta,5237134
2872,2020-06-13,Vandalismo,Baja,16841
2873,2020-08-15,Robo,Alta,7802522
2874,2023-02-11,Daño estructural,Alta,18590
2875,2023-09-02,Accidente,Media,18135
2876,2020-08-23,Daño estructural,Critica,18093
2877,2020-09-20,Accidente,Media,18526
2878,2020-02-02,Daño estructural,Critica,18116
2879,2022-09-13,Daño estructural,Critica,18398
2880,2023-12-07,Daño estructural,Media,17802
2881,2020-10-09,Accidente,Critica,18569
2882,2020-10-08,Accidente,Critica,18604
2883,2020-07-16,Daño estructural,Critica,5241177
2884,2020-11-10,Vandalismo,Critica,7356676
2885,2020-07-15,Daño estructural,Critica,17503
2886,2021-04-20,Accidente,Baja,17033
2887,2023-08-03,Robo,Media,17746
2888,2020-03-05,Daño estructural,Baja,18598
2889,2019-11-21,Accidente,Critica,18146
2890,2020-12-29,Vandalismo,Media,18321
2891,2023-01-30,Vandalismo,Alta,18175
2892,2024-07-13,Accidente,Alta,4749896
2893,2020-06-22,Caida,Alta,18044
2894,2022-10-17,Daño estructural,Baja,18372
2895,2021-09-16,Robo,Baja,18131
2896,2022-05-28,Daño estructural,Media,18316
2897,2023-04-25,Vandalismo,Critica,17707
2898,2022-10-14,Vandalismo,Critica,461179
2899,2021-09-10,Daño estructural,Critica,17953
2900,2024-06-28,Daño estructural,Media,17874
2901,2024-01-25,Caida,Alta,461342
2902,2023-02-08,Daño estructural,Critica,17809
2903,2021-02-21,Accidente,Alta,17272
2904,2021-12-18,Caida,Baja,18255
2905,2019-10-27,Daño estructural,Critica,17611
2906,2020-04-14,Robo,Media,17129
2907,2021-11-11,Caida,Baja,8775337
2908,2022-10-21,Vandalismo,Media,3568306
2909,2024-04-28,Accidente,Media,17756
2910,2021-04-27,Robo,Media,7897950
2911,2022-05-03,Daño estructural,Alta,7144128
2912,2024-02-02,Accidente,Media,16902
2913,2023-08-28,Caida,Alta,3569222
2914,2022-06-28,Caida,Media,18140
2915,2022-07-20,Vandalismo,Baja,18155
2916,2021-05-26,Vandalismo,Critica,461341
2917,2022-10-07,Daño estructural,Alta,18539
2918,2020-11-07,Caida,Alta,5213832
2919,2023-02-01,Robo,Critica,4749888
2920,2021-05-25,Accidente,Critica,52165
2921,2021-10-27,Robo,Baja,16835
2922,2023-08-07,Robo,Alta,18070
2923,2024-08-24,Robo,Alta,4730835
2924,2024-07-21,Daño estructural,Alta,17926
2925,2024-01-08,Vandalismo,Media,17730
2926,2023-03-17,Accidente,Media,5209117
2927,2024-05-19,Robo,Media,18377
2928,2022-03-25,Daño estructural,Critica,18586
2929,2023-07-14,Caida,Critica,451351
2930,2022-10-29,Vandalismo,Baja,18468
2931,2023-05-07,Caida,Alta,17371
2932,2023-10-22,Accidente,Alta,17852
2933,2022-03-14,Caida,Critica,18048
2934,2023-09-27,Accidente,Alta,18345
2935,2023-12-02,Robo,Critica,17586
2936,2023-04-24,Vandalismo,Alta,9180738
2937,2023-01-17,Robo,Baja,16728
2938,2020-08-01,Vandalismo,Media,5178865
2939,2021-03-14,Accidente,Alta,18189
2940,2022-03-23,Robo,Critica,461341
2941,2022-05-02,Daño estructural,Media,9424150
2942,2024-10-14,Caida,Alta,5218564
2943,2021-12-05,Caida,Media,17204
2944,2023-06-06,Daño estructural,Media,16837
2945,2023-11-28,Daño estructural,Alta,17957
2946,2022-10-23,Daño estructural,Critica,18142
2947,2021-01-06,Robo,Baja,17653
2948,2023-06-14,Daño estructural,Critica,16921
2949,2021-11-18,Daño estructural,Baja,17736
2950,2022-04-23,Accidente,Baja,17707
2951,2022-08-03,Accidente,Alta,52168
2952,2022-09-06,Robo,Critica,17489
2953,2020-02-11,Accidente,Alta,52223
2954,2021-06-28,Caida,Critica,52159
2955,2023-05-17,Robo,Baja,17891
2956,2023-05-13,Caida,Critica,17446
2957,2022-12-15,Caida,Media,17507
2958,2021-06-22,Robo,Critica,9259976
2959,2020-10-18,Vandalismo,Critica,17640
2960,2019-11-05,Accidente,Media,18456
2961,2022-03-22,Vandalismo,Alta,7840614
2962,2023-03-04,Vandalismo,Baja,17134
2963,2021-02-12,Accidente,Media,17807
2964,2021-08-12,Accidente,Baja,5246189
2965,2024-02-06,Daño estructural,Critica,16863
2966,2022-10-26,Robo,Alta,17749
2967,2021-05-22,Vandalismo,Baja,17049
2968,2024-09-16,Vandalismo,Media,18031
2969,2023-10-19,Vandalismo,Alta,17485
2970,2020-09-30,Vandalismo,Baja,17796
2971,2022-06-10,Daño estructural,Media,5071674
2972,2023-01-27,Robo,Media,17777
2973,2020-12-30,Accidente,Alta,8909085
2974,2020-09-04,Caida,Media,17014
2975,2023-04-02,Vandalismo,Baja,5241178
2976,2024-01-22,Robo,Baja,17397
2977,2023-06-19,Caida,Baja,7538071
2978,2024-09-13,Vandalismo,Alta,8927341
2979,2022-10-22,Daño estructural,Alta,451542
2980,2023-02-14,Daño estructural,Baja,3994618
2981,2024-07-25,Vandalismo,Media,52203
2982,2022-01-21,Caida,Alta,17725
2983,2022-04-17,Vandalismo,Alta,3573056
2984,2022-10-25,Daño estructural,Baja,17691
2985,2021-01-13,Accidente,Alta,16924
2986,2024-03-07,Caida,Critica,18359
2987,2024-04-11,Daño estructural,Critica,18117
2988,2023-10-03,Daño estructural,Critica,18347
2989,2024-01-20,Caida,Media,16998
2990,2021-06-08,Accidente,Alta,18373
2991,2022-09-18,Vandalismo,Critica,17472
2992,2023-11-25,Caida,Alta,18353
2993,2022-01-02,Caida,Critica,17534
2994,2022-01-08,Daño estructural,Critica,17483
2995,2023-02-13,Vandalismo,Alta,7107693
2996,2020-05-20,Caida,Media,52067
2997,2021-07-31,Caida,Media,17589
2998,2020-04-19,Accidente,Media,18336
2999,2019-10-19,Robo,Media,17794
3000,2024-05-24,Caida,Media,18407
3001,2024-08-14,Accidente,Alta,16757
3002,2021-05-03,Robo,Media,17950
3003,2021-03-20,Accidente,Baja,9187536
3004,2022-03-08,Robo,Media,16917
3005,2020-10-15,Robo,Critica,17074
3006,2020-11-23,Robo,Alta,17633
3007,2020-08-16,Daño estructural,Alta,17517
3008,2021-07-19,Vandalismo,Critica,18086
3009,2020-10-03,Accidente,Alta,4737820
3010,2023-10-12,Daño estructural,Baja,18504
3011,2022-05-18,Vandalismo,Baja,3569250
3012,2022-11-07,Accidente,Critica,18449
3013,2023-07-08,Daño estructural,Baja,5654051
3014,2020-07-24,Daño estructural,Baja,4737820
3015,2023-12-31,Daño estructural,Critica,18449
3016,2022-04-03,Daño estructural,Baja,18634
3017,2019-11-11,Daño estructural,Critica,17710
3018,2022-12-03,Caida,Critica,5653901
3019,2022-03-31,Robo,Baja,18086
3020,2024-05-20,Daño estructural,Baja,17143
3021,2022-06-24,Caida,Critica,17551
3022,2022-06-29,Daño estructural,Baja,52102
3023,2024-05-03,Caida,Alta,16710
3024,2024-01-18,Robo,Media,4749900
3025,2020-08-10,Vandalismo,Critica,17756
3026,2022-05-26,Vandalismo,Baja,5240324
3027,2024-07-11,Caida,Critica,5240327
3028,2023-10-07,Accidente,Critica,16954
3029,2019-11-07,Vandalismo,Critica,18461
3030,2023-10-02,Daño estructural,Media,18261
3031,2021-06-03,Daño estructural,Alta,5219928
3032,2021-05-17,Caida,Media,17499
3033,2020-05-11,Robo,Baja,52155
3034,2020-06-09,Robo,Alta,17056
3035,2020-07-27,Vandalismo,Critica,17681
3036,2020-10-31,Accidente,Baja,3573331
3037,2024-01-07,Caida,Critica,17684
3038,2020-02-21,Caida,Media,4749888
3039,2021-11-15,Caida,Media,3573330
3040,2020-09-02,Caida,Alta,5241181
3041,2021-12-20,Vandalismo,Baja,18459
3042,2020-03-30,Vandalismo,Alta,17181
3043,2020-11-22,Robo,Media,52194
3044,2021-11-01,Caida,Critica,17863
3045,2020-04-12,Daño estructural,Baja,17664
3046,2020-08-01,Daño estructural,Alta,17029
3047,2020-05-08,Caida,Alta,52146
3048,2021-02-06,Robo,Alta,16888
3049,2021-09-13,Caida,Critica,7125612
3050,2022-11-04,Caida,Critica,18013
3051,2022-09-03,Robo,Alta,17700
3052,2020-05-17,Daño estructural,Critica,18595
3053,2021-02-23,Daño estructural,Critica,18140
3054,2024-09-13,Caida,Media,16887
3055,2020-06-02,Accidente,Alta,3573054
3056,2023-09-16,Accidente,Alta,8799552
3057,2021-07-25,Daño estructural,Alta,17979
3058,2021-06-07,Daño estructural,Critica,7144040
3059,2021-10-28,Robo,Media,18229
3060,2023-10-12,Accidente,Baja,7180264
3061,2022-03-01,Caida,Baja,18600
3062,2022-07-01,Accidente,Baja,18573
3063,2024-02-18,Daño estructural,Media,16988
3064,2024-06-22,Caida,Media,16751
3065,2021-09-23,Robo,Baja,52228
3066,2020-10-03,Daño estructural,Critica,9261936
3067,2020-05-20,Caida,Baja,18543
3068,2021-10-20,Accidente,Media,18418
3069,2022-11-24,Caida,Media,5237110
3070,2021-07-26,Accidente,Baja,17914
3071,2020-08-26,Vandalismo,Alta,17656
3072,2020-07-24,Daño estructural,Media,17944
3073,2020-02-18,Robo,Critica,5219934
3074,2023-12-05,Caida,Alta,16730
3075,2021-12-27,Accidente,Media,5133174
3076,2022-11-23,Robo,Media,16782
3077,2022-06-26,Vandalismo,Alta,17009
3078,2020-02-26,Robo,Critica,17760
3079,2023-09-23,Accidente,Critica,17088
3080,2022-06-19,Accidente,Alta,16785
3081,2023-01-31,Caida,Alta,17075
3082,2022-11-21,Caida,Media,52139
3083,2023-10-09,Robo,Baja,18421
3084,2020-09-02,Robo,Baja,18100
3085,2023-08-11,Daño estructural,Baja,18258
3086,2022-02-08,Robo,Baja,4745667
3087,2024-04-03,Caida,Critica,17388
3088,2021-10-10,Accidente,Alta,18189
3089,2021-12-28,Daño estructural,Alta,7127772
3090,2023-06-11,Vandalismo,Baja,17502
3091,2023-09-04,Caida,Critica,18623
3092,2022-12-09,Robo,Alta,17982
3093,2024-05-13,Caida,Critica,18124
3094,2022-06-24,Daño estructural,Media,17662
3095,2022-03-20,Caida,Critica,17623
3096,2020-03-22,Robo,Media,16722
3097,2022-10-07,Caida,Media,18307
3098,2022-03-10,Accidente,Critica,18264
3099,2021-10-14,Robo,Alta,18263
3100,2020-04-24,Vandalismo,Media,16924
3101,2024-01-15,Vandalismo,Baja,17362
3102,2024-04-12,Accidente,Critica,17147
3103,2020-09-08,Vandalismo,Critica,17734
3104,2024-05-26,Vandalismo,Critica,7886698
3105,2022-03-16,Daño estructural,Media,9295425
3106,2023-02-27,Daño estructural,Alta,17835
3107,2019-12-20,Robo,Alta,52124
3108,2024-05-10,Caida,Baja,5653903
3109,2019-12-10,Vandalismo,Alta,17470
3110,2020-09-11,Caida,Baja,17285
3111,2020-05-29,Accidente,Media,3531286
3112,2020-04-16,Caida,Critica,5246183
3113,2019-12-14,Robo,Critica,17751
3114,2021-11-17,Daño estructural,Critica,17128
3115,2021-05-31,Robo,Media,16768
3116,2021-08-18,Daño estructural,Baja,7853205
3117,2020-04-13,Robo,Alta,17916
3118,2022-11-26,Robo,Alta,16835
3119,2023-06-13,Robo,Media,5237135
3120,2021-10-19,Robo,Alta,17249
3121,2021-05-24,Caida,Baja,8914013
3122,2023-10-13,Vandalismo,Media,18263
3123,2019-12-04,Daño estructural,Media,18519
3124,2023-10-26,Vandalismo,Critica,18555
3125,2021-06-06,Caida,Alta,17772
3126,2021-02-17,Vandalismo,Alta,5802272
3127,2022-03-13,Accidente,Media,7928425
3128,2021-04-29,Robo,Media,5213820
3129,2021-06-13,Vandalismo,Media,17580
3130,2021-01-12,Daño estructural,Alta,17859
3131,2023-10-22,Caida,Media,52058
3132,2022-11-19,Daño estructural,Alta,18319
3133,2022-10-24,Accidente,Baja,17353
3134,2021-07-25,Accidente,Baja,17793
3135,2022-06-04,Vandalismo,Media,16977
3136,2022-06-30,Caida,Media,52046
3137,2023-05-27,Robo,Baja,52107
3138,2021-12-09,Accidente,Critica,16834
3139,2022-07-26,Robo,Critica,18193
3140,2024-07-10,Caida,Critica,17217
3141,2023-09-16,Accidente,Critica,17314
3142,2023-05-09,Robo,Critica,17256
3143,2019-12-30,Accidente,Critica,17857
3144,2022-09-02,Daño estructural,Media,17979
3145,2023-02-25,Robo,Baja,18289
3146,2021-03-28,Vandalismo,Alta,4730800
3147,2021-09-23,Robo,Alta,17389
3148,2024-02-28,Robo,Media,18101
3149,2021-10-29,Caida,Media,17962
3150,2022-03-25,Caida,Alta,52170
3151,2024-05-27,Robo,Baja,52121
3152,2023-07-30,Robo,Alta,52135
3153,2023-08-29,Accidente,Alta,18397
3154,2023-10-27,Robo,Baja,17622
3155,2020-04-23,Daño estructural,Alta,52155
3156,2023-02-14,Accidente,Media,4988166
3157,2024-06-08,Accidente,Media,17061
3158,2024-08-28,Robo,Media,16941
3159,2023-05-07,Daño estructural,Alta,18050
3160,2020-03-24,Caida,Critica,17984
3161,2021-09-20,Vandalismo,Critica,17835
3162,2024-07-05,Vandalismo,Critica,18340
3163,2021-05-16,Vandalismo,Media,4997106
3164,2019-11-10,Robo,Media,7841427
3165,2021-08-29,Vandalismo,Critica,17620
3166,2023-04-05,Caida,Baja,17155
3167,2023-04-01,Daño estructural,Baja,18396
3168,2020-07-21,Accidente,Media,7021646
3169,2023-05-18,Vandalismo,Media,52174
3170,2023-01-18,Daño estructural,Baja,5653971
3171,2021-07-04,Robo,Critica,17149
3172,2021-06-11,Caida,Alta,18620
3173,2024-02-07,Accidente,Critica,17122
3174,2024-04-09,Daño estructural,Alta,17505
3175,2024-07-05,Accidente,Critica,7107699
3176,2022-10-04,Accidente,Critica,17624
3177,2020-09-02,Accidente,Alta,18277
3178,2023-01-18,Accidente,Alta,5178801
3179,2019-10-22,Daño estructural,Baja,52127
3180,2022-10-05,Vandalismo,Media,7802438
3181,2019-10-21,Caida,Critica,7602200
3182,2021-09-28,Accidente,Baja,18536
3183,2021-12-18,Vandalismo,Critica,17831
3184,2022-11-10,Robo,Alta,18249
3185,2023-02-10,Daño estructural,Alta,18504
3186,2021-06-02,Vandalismo,Alta,52205
3187,2021-03-20,Vandalismo,Baja,9237483
3188,2024-03-18,Vandalismo,Alta,17490
3189,2020-11-15,Daño estructural,Critica,17568
3190,2022-02-19,Daño estructural,Alta,7403983
3191,2019-12-11,Vandalismo,Critica,16787
3192,2021-06-25,Caida,Critica,52130
3193,2022-11-13,Robo,Alta,17644
3194,2023-06-23,Caida,Baja,17908
