id,fechaIntervencion,tipoIntervencion,estadoPrevio,estadoPosterior,JuegoID,Tipo,Comentarios
mnt-08556,2023-12-13,preventivo,malo,regular,7128834,preventivo,comentario sobre el mantenimiento 8556
mnt-08557,2024-06-21,emergencia,malo,malo,21238,queja_usuario,comentario sobre el mantenimiento 8557
mnt-08558,2023-12-11,correctivo,bueno,malo,5239045,queja_usuario,comentario sobre el mantenimiento 8558
mnt-08559,2023-11-14,correctivo,bueno,bueno,33827,queja_usuario,comentario sobre el mantenimiento 8559
mnt-08560,2024-02-01,preventivo,malo,regular,33524,queja_usuario,comentario sobre el mantenimiento 8560
mnt-08561,2024-10-02,correctivo,regular,bueno,5202155,preventivo,comentario sobre el mantenimiento 8561
mnt-08562,2023-12-23,preventivo,malo,bueno,33284,preventivo,comentario sobre el mantenimiento 8562
mnt-08563,2024-07-12,preventivo,regular,malo,3593087,preventivo,comentario sobre el mantenimiento 8563
mnt-08564,2023-11-27,preventivo,bueno,malo,5241068,queja_usuario,comentario sobre el mantenimiento 8564
mnt-08565,2024-05-07,preventivo,malo,regular,20503,preventivo,comentario sobre el mantenimiento 8565
mnt-08566,2024-06-25,preventivo,bueno,regular,4985942,queja_usuario,comentario sobre el mantenimiento 8566
mnt-08567,2024-07-31,correctivo,malo,bueno,58832,queja_usuario,comentario sobre el mantenimiento 8567
mnt-08568,2023-11-07,emergencia,malo,regular,7928376,preventivo,comentario sobre el mantenimiento 8568
mnt-08569,2023-12-16,correctivo,regular,regular,21039,preventivo,comentario sobre el mantenimiento 8569
mnt-08570,2024-07-07,correctivo,bueno,regular,19350,preventivo,comentario sobre el mantenimiento 8570
mnt-08571,2024-02-02,correctivo,regular,regular,6878911,preventivo,comentario sobre el mantenimiento 8571
mnt-08572,2024-03-13,correctivo,bueno,bueno,58969,queja_usuario,comentario sobre el mantenimiento 8572
mnt-08573,2024-01-20,emergencia,malo,regular,20383,queja_usuario,comentario sobre el mantenimiento 8573
mnt-08574,2023-12-14,correctivo,bueno,bueno,59185,preventivo,comentario sobre el mantenimiento 8574
mnt-08575,2023-12-22,preventivo,regular,malo,25791,queja_usuario,comentario sobre el mantenimiento 8575
mnt-08576,2024-05-20,preventivo,bueno,bueno,5658629,queja_usuario,comentario sobre el mantenimiento 8576
mnt-08577,2023-12-23,correctivo,regular,malo,33733,preventivo,comentario sobre el mantenimiento 8577
mnt-08578,2024-09-10,preventivo,regular,regular,5250498,queja_usuario,comentario sobre el mantenimiento 8578
mnt-08579,2024-05-09,preventivo,malo,bueno,59305,preventivo,comentario sobre el mantenimiento 8579
mnt-08580,2024-02-01,emergencia,regular,bueno,25637,queja_usuario,comentario sobre el mantenimiento 8580
mnt-08581,2024-06-09,emergencia,bueno,bueno,57911,queja_usuario,comentario sobre el mantenimiento 8581
mnt-08582,2024-02-06,preventivo,regular,malo,9391445,preventivo,comentario sobre el mantenimiento 8582
mnt-08583,2024-06-26,preventivo,bueno,regular,20112,queja_usuario,comentario sobre el mantenimiento 8583
mnt-08584,2023-11-13,correctivo,malo,regular,21965,preventivo,comentario sobre el mantenimiento 8584
mnt-08585,2024-02-20,correctivo,malo,regular,52261,preventivo,comentario sobre el mantenimiento 8585
mnt-08586,2024-08-13,emergencia,bueno,bueno,34916,queja_usuario,comentario sobre el mantenimiento 8586
mnt-08587,2024-04-28,emergencia,regular,bueno,9395709,queja_usuario,comentario sobre el mantenimiento 8587
mnt-08588,2023-11-17,emergencia,malo,regular,24937,preventivo,comentario sobre el mantenimiento 8588
mnt-08589,2024-02-02,preventivo,malo,regular,20516,queja_usuario,comentario sobre el mantenimiento 8589
mnt-08590,2024-03-14,emergencia,bueno,regular,33966,preventivo,comentario sobre el mantenimiento 8590
mnt-08591,2024-03-11,preventivo,bueno,malo,8930523,preventivo,comentario sobre el mantenimiento 8591
mnt-08592,2023-12-28,preventivo,regular,bueno,9180981,queja_usuario,comentario sobre el mantenimiento 8592
mnt-08593,2024-08-13,emergencia,bueno,bueno,7404220,preventivo,comentario sobre el mantenimiento 8593
mnt-08594,2023-11-04,emergencia,regular,malo,58757,queja_usuario,comentario sobre el mantenimiento 8594
mnt-08595,2023-12-23,emergencia,malo,regular,59712,preventivo,comentario sobre el mantenimiento 8595
mnt-08596,2024-07-03,preventivo,regular,regular,60031,queja_usuario,comentario sobre el mantenimiento 8596
mnt-08597,2024-08-02,correctivo,malo,bueno,9285421,preventivo,comentario sobre el mantenimiento 8597
mnt-08598,2023-12-12,correctivo,bueno,regular,34091,queja_usuario,comentario sobre el mantenimiento 8598
mnt-08599,2024-02-15,emergencia,regular,regular,59614,preventivo,comentario sobre el mantenimiento 8599
mnt-08600,2024-03-18,preventivo,regular,regular,22548,queja_usuario,comentario sobre el mantenimiento 8600
mnt-08601,2024-07-23,emergencia,bueno,malo,5658287,preventivo,comentario sobre el mantenimiento 8601
mnt-08602,2024-07-27,preventivo,bueno,bueno,24911,,comentario sobre el mantenimiento 8602
mnt-08603,2024-03-06,correctivo,bueno,bueno,9272930,queja_usuario,comentario sobre el mantenimiento 8603
mnt-08604,2024-08-11,emergencia,bueno,malo,3576572,queja_usuario,comentario sobre el mantenimiento 8604
mnt-08605,2024-09-13,emergencia,regular,regular,33059,queja_usuario,comentario sobre el mantenimiento 8605
mnt-08606,2024-07-26,emergencia,bueno,regular,8942014,queja_usuario,comentario sobre el mantenimiento 8606
mnt-08607,2024-10-05,correctivo,malo,regular,33525,preventivo,comentario sobre el mantenimiento 8607
mnt-08608,2024-01-24,correctivo,malo,malo,18830,preventivo,comentario sobre el mantenimiento 8608
mnt-08609,2024-04-09,correctivo,bueno,malo,4987666,preventivo,comentario sobre el mantenimiento 8609
mnt-08610,2024-06-18,emergencia,malo,bueno,22486,preventivo,comentario sobre el mantenimiento 8610
mnt-08611,2024-09-12,preventivo,regular,bueno,21030,preventivo,comentario sobre el mantenimiento 8611
mnt-08612,2024-01-13,emergencia,bueno,bueno,34097,queja_usuario,comentario sobre el mantenimiento 8612
mnt-08613,2024-08-17,correctivo,bueno,bueno,4745671,preventivo,comentario sobre el mantenimiento 8613
mnt-08614,2024-06-06,correctivo,regular,regular,3566823,preventivo,comentario sobre el mantenimiento 8614
mnt-08615,2024-08-22,emergencia,malo,regular,8891626,preventivo,comentario sobre el mantenimiento 8615
mnt-08616,2023-12-15,correctivo,malo,bueno,19227,queja_usuario,comentario sobre el mantenimiento 8616
mnt-08617,2024-01-13,emergencia,regular,malo,8907108,preventivo,comentario sobre el mantenimiento 8617
mnt-08618,2023-10-23,correctivo,regular,bueno,9223732,queja_usuario,comentario sobre el mantenimiento 8618
mnt-08619,2024-02-02,preventivo,bueno,regular,20598,preventivo,comentario sobre el mantenimiento 8619
mnt-08620,2024-06-05,emergencia,regular,regular,7840946,preventivo,comentario sobre el mantenimiento 8620
mnt-08621,2024-07-29,correctivo,regular,bueno,21578,queja_usuario,comentario sobre el mantenimiento 8621
mnt-08622,2024-09-25,preventivo,malo,bueno,21925,preventivo,comentario sobre el mantenimiento 8622
mnt-08623,2024-04-05,correctivo,regular,bueno,33326,queja_usuario,comentario sobre el mantenimiento 8623
mnt-08624,2024-04-12,emergencia,malo,malo,59529,queja_usuario,comentario sobre el mantenimiento 8624
mnt-08625,2024-08-01,preventivo,regular,malo,25090,queja_usuario,comentario sobre el mantenimiento 8625
mnt-08626,2024-09-30,emergencia,regular,malo,7135416,preventivo,comentario sobre el mantenimiento 8626
mnt-08627,2024-05-21,preventivo,malo,regular,59622,queja_usuario,comentario sobre el mantenimiento 8627
mnt-08628,2024-04-20,correctivo,regular,bueno,9052939,preventivo,comentario sobre el mantenimiento 8628
mnt-08629,2024-08-09,correctivo,bueno,regular,9049442,queja_usuario,comentario sobre el mantenimiento 8629
mnt-08630,2024-03-17,emergencia,regular,bueno,7895401,queja_usuario,comentario sobre el mantenimiento 8630
mnt-08631,2024-03-02,correctivo,malo,bueno,21075,preventivo,comentario sobre el mantenimiento 8631
mnt-08632,2024-01-16,correctivo,regular,bueno,22288,preventivo,comentario sobre el mantenimiento 8632
mnt-08633,2023-12-08,emergencia,regular,malo,9278069,queja_usuario,comentario sobre el mantenimiento 8633
mnt-08634,2024-03-27,emergencia,bueno,malo,21863,preventivo,comentario sobre el mantenimiento 8634
mnt-08635,2024-03-15,preventivo,regular,malo,35137,queja_usuario,comentario sobre el mantenimiento 8635
mnt-08636,2024-06-03,correctivo,malo,regular,59442,preventivo,comentario sobre el mantenimiento 8636
mnt-08637,2024-07-03,correctivo,bueno,bueno,19915,queja_usuario,comentario sobre el mantenimiento 8637
mnt-08638,2024-07-16,correctivo,bueno,regular,4989393,preventivo,comentario sobre el mantenimiento 8638
mnt-08639,2024-08-22,preventivo,malo,malo,9470463,preventivo,comentario sobre el mantenimiento 8639
mnt-08640,2024-06-25,correctivo,bueno,malo,5249928,preventivo,comentario sobre el mantenimiento 8640
mnt-08641,2024-03-24,emergencia,malo,bueno,21792,preventivo,comentario sobre el mantenimiento 8641
mnt-08642,2024-03-31,emergencia,malo,bueno,7591615,preventivo,comentario sobre el mantenimiento 8642
mnt-08643,2023-11-16,correctivo,bueno,malo,3745011,preventivo,comentario sobre el mantenimiento 8643
mnt-08644,2023-10-18,preventivo,regular,malo,3580281,queja_usuario,comentario sobre el mantenimiento 8644
mnt-08645,2024-04-05,emergencia,malo,regular,5224731,preventivo,comentario sobre el mantenimiento 8645
mnt-08646,2024-08-10,preventivo,bueno,malo,22308,queja_usuario,comentario sobre el mantenimiento 8646
mnt-08647,2023-12-20,correctivo,bueno,regular,33457,preventivo,comentario sobre el mantenimiento 8647
mnt-08648,2024-01-07,preventivo,bueno,regular,5658477,queja_usuario,comentario sobre el mantenimiento 8648
mnt-08649,2024-06-08,preventivo,malo,malo,52782,preventivo,comentario sobre el mantenimiento 8649
mnt-08650,2024-03-17,emergencia,bueno,regular,32814,queja_usuario,comentario sobre el mantenimiento 8650
mnt-08651,2024-04-09,correctivo,regular,bueno,5195840,preventivo,comentario sobre el mantenimiento 8651
mnt-08652,2024-12-03,preventivo,bueno,malo,60084,queja_usuario,comentario sobre el mantenimiento 8652
mnt-08653,2024-05-11,emergencia,malo,bueno,7143533,preventivo,comentario sobre el mantenimiento 8653
mnt-08654,2024-05-17,emergencia,regular,regular,20980,queja_usuario,comentario sobre el mantenimiento 8654
mnt-08655,2023-11-11,preventivo,regular,regular,9274927,preventivo,comentario sobre el mantenimiento 8655
mnt-08656,2023-10-30,preventivo,regular,malo,8971311,preventivo,comentario sobre el mantenimiento 8656
mnt-08657,2023-11-30,emergencia,malo,bueno,25830,queja_usuario,comentario sobre el mantenimiento 8657
mnt-08658,2024-10-11,preventivo,malo,bueno,5492685,queja_usuario,comentario sobre el mantenimiento 8658
mnt-08659,2023-11-12,emergencia,bueno,bueno,21128,preventivo,comentario sobre el mantenimiento 8659
mnt-08660,2024-01-23,emergencia,regular,regular,32603,queja_usuario,comentario sobre el mantenimiento 8660
mnt-08661,2024-07-02,emergencia,malo,regular,7802481,queja_usuario,comentario sobre el mantenimiento 8661
mnt-08662,2024-09-30,emergencia,malo,malo,6842815,queja_usuario,comentario sobre el mantenimiento 8662
mnt-08663,2024-07-12,preventivo,malo,regular,25721,queja_usuario,comentario sobre el mantenimiento 8663
mnt-08664,2023-11-14,emergencia,bueno,bueno,25875,preventivo,comentario sobre el mantenimiento 8664
mnt-08665,2024-01-16,correctivo,bueno,bueno,5238969,preventivo,comentario sobre el mantenimiento 8665
mnt-08666,2024-09-03,preventivo,regular,malo,59572,preventivo,comentario sobre el mantenimiento 8666
mnt-08667,2023-10-19,preventivo,malo,malo,59128,queja_usuario,comentario sobre el mantenimiento 8667
mnt-08668,2024-07-09,correctivo,bueno,bueno,9285293,queja_usuario,comentario sobre el mantenimiento 8668
mnt-08669,2024-05-29,emergencia,malo,regular,7872690,queja_usuario,comentario sobre el mantenimiento 8669
mnt-08670,2024-05-07,correctivo,malo,regular,20861,queja_usuario,comentario sobre el mantenimiento 8670
mnt-08671,2024-05-07,emergencia,malo,bueno,5241124,preventivo,comentario sobre el mantenimiento 8671
mnt-08672,2024-01-07,correctivo,malo,bueno,59120,queja_usuario,comentario sobre el mantenimiento 8672
mnt-08673,2024-06-04,correctivo,bueno,bueno,7614124,preventivo,comentario sobre el mantenimiento 8673
mnt-08674,2024-02-08,emergencia,bueno,malo,32750,queja_usuario,comentario sobre el mantenimiento 8674
mnt-08675,2023-12-18,emergencia,regular,malo,21107,queja_usuario,comentario sobre el mantenimiento 8675
mnt-08676,2024-02-25,correctivo,regular,regular,25740,queja_usuario,comentario sobre el mantenimiento 8676
mnt-08677,2024-08-28,preventivo,malo,malo,5659296,preventivo,comentario sobre el mantenimiento 8677
mnt-08678,2024-08-30,preventivo,malo,bueno,52820,preventivo,comentario sobre el mantenimiento 8678
mnt-08679,2024-07-02,correctivo,regular,bueno,24821,queja_usuario,comentario sobre el mantenimiento 8679
mnt-08680,2024-03-20,emergencia,regular,bueno,3843512,preventivo,comentario sobre el mantenimiento 8680
mnt-08681,2024-01-04,emergencia,bueno,malo,9391929,queja_usuario,comentario sobre el mantenimiento 8681
mnt-08682,2024-09-15,correctivo,regular,malo,1118679,queja_usuario,comentario sobre el mantenimiento 8682
mnt-08683,2024-06-05,correctivo,regular,malo,33599,queja_usuario,comentario sobre el mantenimiento 8683
mnt-08684,2024-08-14,preventivo,malo,bueno,58083,preventivo,comentario sobre el mantenimiento 8684
mnt-08685,2024-01-04,emergencia,malo,regular,4731661,queja_usuario,comentario sobre el mantenimiento 8685
mnt-08686,2024-10-07,correctivo,bueno,regular,60085,preventivo,comentario sobre el mantenimiento 8686
mnt-08687,2023-11-22,emergencia,malo,regular,24751,queja_usuario,comentario sobre el mantenimiento 8687
mnt-08688,2024-06-09,emergencia,malo,regular,24985,preventivo,comentario sobre el mantenimiento 8688
mnt-08689,2024-07-10,correctivo,malo,malo,24882,queja_usuario,comentario sobre el mantenimiento 8689
mnt-08690,2023-11-22,preventivo,regular,regular,52809,queja_usuario,comentario sobre el mantenimiento 8690
mnt-08691,2024-04-13,emergencia,malo,bueno,4731185,preventivo,comentario sobre el mantenimiento 8691
mnt-08692,2024-03-27,emergencia,regular,bueno,25708,queja_usuario,comentario sobre el mantenimiento 8692
mnt-08693,2024-01-02,correctivo,regular,regular,9176686,preventivo,comentario sobre el mantenimiento 8693
mnt-08694,2024-04-22,emergencia,bueno,regular,4794411,preventivo,comentario sobre el mantenimiento 8694
mnt-08695,2023-11-28,emergencia,bueno,bueno,25675,queja_usuario,comentario sobre el mantenimiento 8695
mnt-08696,2023-11-09,emergencia,bueno,bueno,21496,queja_usuario,comentario sobre el mantenimiento 8696
mnt-08697,2023-10-18,emergencia,malo,regular,9446272,queja_usuario,comentario sobre el mantenimiento 8697
mnt-08698,2024-06-05,preventivo,bueno,malo,58805,queja_usuario,comentario sobre el mantenimiento 8698
mnt-08699,2024-02-28,preventivo,bueno,malo,9177700,queja_usuario,comentario sobre el mantenimiento 8699
mnt-08700,2024-06-16,preventivo,malo,malo,21238,queja_usuario,comentario sobre el mantenimiento 8700
mnt-08701,2024-07-11,correctivo,malo,regular,7896667,queja_usuario,comentario sobre el mantenimiento 8701
mnt-08702,2024-09-08,correctivo,malo,bueno,7537972,preventivo,comentario sobre el mantenimiento 8702
mnt-08703,2024-06-06,emergencia,bueno,bueno,3971934,queja_usuario,comentario sobre el mantenimiento 8703
mnt-08704,2024-07-17,emergencia,bueno,malo,20228,queja_usuario,comentario sobre el mantenimiento 8704
mnt-08705,2024-06-21,correctivo,malo,regular,5239333,preventivo,comentario sobre el mantenimiento 8705
mnt-08706,2024-08-22,correctivo,regular,bueno,9296674,queja_usuario,comentario sobre el mantenimiento 8706
mnt-08707,2024-05-07,emergencia,regular,malo,35189,preventivo,comentario sobre el mantenimiento 8707
mnt-08708,2024-02-25,preventivo,malo,bueno,32985,preventivo,comentario sobre el mantenimiento 8708
mnt-08709,2024-03-26,correctivo,regular,malo,7928127,preventivo,comentario sobre el mantenimiento 8709
mnt-08710,2023-12-27,correctivo,bueno,malo,7896571,queja_usuario,comentario sobre el mantenimiento 8710
mnt-08711,2024-01-10,emergencia,bueno,bueno,8987408,queja_usuario,comentario sobre el mantenimiento 8711
mnt-08712,2024-01-30,preventivo,regular,regular,7126157,preventivo,comentario sobre el mantenimiento 8712
mnt-08713,2024-06-03,correctivo,regular,bueno,33961,queja_usuario,comentario sobre el mantenimiento 8713
mnt-08714,2023-11-26,correctivo,regular,regular,4793909,preventivo,comentario sobre el mantenimiento 8714
mnt-08715,2024-06-21,emergencia,bueno,regular,4795161,preventivo,comentario sobre el mantenimiento 8715
mnt-08716,2024-08-28,emergencia,regular,regular,9049019,preventivo,comentario sobre el mantenimiento 8716
mnt-08717,2024-04-30,preventivo,malo,regular,7840428,preventivo,comentario sobre el mantenimiento 8717
mnt-08718,2023-11-22,preventivo,bueno,regular,35095,preventivo,comentario sobre el mantenimiento 8718
mnt-08719,2024-04-29,emergencia,regular,regular,35037,preventivo,comentario sobre el mantenimiento 8719
mnt-08720,2024-08-25,correctivo,bueno,regular,24866,queja_usuario,comentario sobre el mantenimiento 8720
mnt-08721,2024-09-06,preventivo,malo,malo,3566851,queja_usuario,comentario sobre el mantenimiento 8721
mnt-08722,2023-12-10,preventivo,malo,malo,21382,preventivo,comentario sobre el mantenimiento 8722
mnt-08723,2024-06-19,preventivo,malo,regular,22093,queja_usuario,comentario sobre el mantenimiento 8723
mnt-08724,2024-12-02,preventivo,regular,regular,5239161,queja_usuario,comentario sobre el mantenimiento 8724
mnt-08725,2023-11-29,emergencia,regular,malo,7591510,preventivo,comentario sobre el mantenimiento 8725
mnt-08726,2024-03-02,correctivo,regular,bueno,7840612,preventivo,comentario sobre el mantenimiento 8726
mnt-08727,2024-06-20,preventivo,regular,regular,59459,queja_usuario,comentario sobre el mantenimiento 8727
mnt-08728,2024-02-10,correctivo,malo,bueno,53198,queja_usuario,comentario sobre el mantenimiento 8728
mnt-08729,2023-11-19,preventivo,bueno,bueno,7896580,preventivo,comentario sobre el mantenimiento 8729
mnt-08730,2023-11-08,preventivo,bueno,bueno,34075,queja_usuario,comentario sobre el mantenimiento 8730
mnt-08731,2024-05-27,emergencia,regular,malo,8804609,queja_usuario,comentario sobre el mantenimiento 8731
mnt-08732,2024-08-26,emergencia,regular,malo,7934560,queja_usuario,comentario sobre el mantenimiento 8732
mnt-08733,2024-08-02,preventivo,bueno,bueno,7928064,preventivo,comentario sobre el mantenimiento 8733
mnt-08734,2023-12-17,emergencia,bueno,malo,58673,queja_usuario,comentario sobre el mantenimiento 8734
mnt-08735,2024-01-07,preventivo,regular,regular,21098,preventivo,comentario sobre el mantenimiento 8735
mnt-08736,2024-09-29,correctivo,malo,regular,9177714,queja_usuario,comentario sobre el mantenimiento 8736
mnt-08737,2024-06-24,preventivo,bueno,malo,5158895,preventivo,comentario sobre el mantenimiento 8737
mnt-08738,2024-03-10,emergencia,regular,bueno,59651,preventivo,comentario sobre el mantenimiento 8738
mnt-08739,2023-11-10,emergencia,regular,regular,59672,preventivo,comentario sobre el mantenimiento 8739
mnt-08740,2024-05-02,emergencia,malo,malo,34843,queja_usuario,comentario sobre el mantenimiento 8740
mnt-08741,2024-03-23,correctivo,malo,bueno,18933,queja_usuario,comentario sobre el mantenimiento 8741
mnt-08742,2024-09-22,correctivo,bueno,bueno,9129837,queja_usuario,comentario sobre el mantenimiento 8742
mnt-08743,2024-08-29,correctivo,regular,regular,7896655,preventivo,comentario sobre el mantenimiento 8743
mnt-08744,2024-05-21,preventivo,malo,malo,20642,preventivo,comentario sobre el mantenimiento 8744
mnt-08745,2024-03-09,emergencia,bueno,bueno,34866,queja_usuario,comentario sobre el mantenimiento 8745
mnt-08746,2024-02-26,emergencia,bueno,regular,7240132,preventivo,comentario sobre el mantenimiento 8746
mnt-08747,2024-06-28,correctivo,malo,regular,24734,preventivo,comentario sobre el mantenimiento 8747
mnt-08748,2023-10-28,emergencia,malo,regular,20544,preventivo,comentario sobre el mantenimiento 8748
mnt-08749,2024-10-05,emergencia,bueno,malo,21429,preventivo,comentario sobre el mantenimiento 8749
mnt-08750,2024-09-23,preventivo,malo,malo,60026,queja_usuario,comentario sobre el mantenimiento 8750
mnt-08751,2024-04-17,emergencia,malo,malo,5025128,queja_usuario,comentario sobre el mantenimiento 8751
mnt-08752,2024-02-16,emergencia,malo,bueno,7168579,preventivo,comentario sobre el mantenimiento 8752
mnt-08753,2023-11-23,emergencia,regular,malo,7243276,preventivo,comentario sobre el mantenimiento 8753
mnt-08754,2024-05-19,emergencia,malo,bueno,7886331,preventivo,comentario sobre el mantenimiento 8754
mnt-08755,2023-10-22,preventivo,bueno,malo,20193,preventivo,comentario sobre el mantenimiento 8755
mnt-08756,2023-12-02,emergencia,bueno,bueno,8938133,queja_usuario,comentario sobre el mantenimiento 8756
mnt-08757,2024-02-26,emergencia,malo,bueno,9181887,preventivo,comentario sobre el mantenimiento 8757
mnt-08758,2024-02-26,correctivo,regular,malo,7802482,queja_usuario,comentario sobre el mantenimiento 8758
mnt-08759,2024-05-01,correctivo,bueno,bueno,25568,queja_usuario,comentario sobre el mantenimiento 8759
mnt-08760,2023-12-29,correctivo,regular,regular,25703,preventivo,comentario sobre el mantenimiento 8760
mnt-08761,2023-11-01,correctivo,malo,regular,5226326,preventivo,comentario sobre el mantenimiento 8761
mnt-08762,2024-02-27,correctivo,bueno,regular,22126,preventivo,comentario sobre el mantenimiento 8762
mnt-08763,2024-07-22,preventivo,malo,bueno,3576504,preventivo,comentario sobre el mantenimiento 8763
mnt-08764,2024-03-10,correctivo,regular,regular,59956,preventivo,comentario sobre el mantenimiento 8764
mnt-08765,2024-02-25,emergencia,regular,malo,9139796,queja_usuario,comentario sobre el mantenimiento 8765
mnt-08766,2024-07-15,emergencia,regular,malo,21244,queja_usuario,comentario sobre el mantenimiento 8766
mnt-08767,2024-05-21,correctivo,bueno,bueno,9050924,preventivo,comentario sobre el mantenimiento 8767
mnt-08768,2023-01-11,preventivo,malo,regular,59905,queja_usuario,comentario sobre el mantenimiento 8768
mnt-08769,2024-09-16,preventivo,malo,regular,19494,queja_usuario,comentario sobre el mantenimiento 8769
mnt-08770,2024-09-30,emergencia,malo,malo,22344,queja_usuario,comentario sobre el mantenimiento 8770
mnt-08771,2024-02-13,preventivo,regular,bueno,34211,preventivo,comentario sobre el mantenimiento 8771
mnt-08772,2023-11-29,correctivo,malo,malo,33263,preventivo,comentario sobre el mantenimiento 8772
mnt-08773,2024-08-18,preventivo,malo,malo,9233580,queja_usuario,comentario sobre el mantenimiento 8773
mnt-08774,2024-01-16,correctivo,bueno,regular,21621,preventivo,comentario sobre el mantenimiento 8774
mnt-08775,2024-06-11,correctivo,bueno,bueno,8987305,queja_usuario,comentario sobre el mantenimiento 8775
mnt-08776,2023-01-12,correctivo,malo,regular,5250200,preventivo,comentario sobre el mantenimiento 8776
mnt-08777,2024-01-19,correctivo,bueno,bueno,34944,preventivo,comentario sobre el mantenimiento 8777
mnt-08778,2024-09-22,correctivo,malo,bueno,9048980,queja_usuario,comentario sobre el mantenimiento 8778
mnt-08779,2024-03-08,preventivo,bueno,bueno,9187158,preventivo,comentario sobre el mantenimiento 8779
mnt-08780,2024-03-21,emergencia,bueno,malo,5658257,queja_usuario,comentario sobre el mantenimiento 8780
mnt-08781,2024-08-10,preventivo,malo,bueno,9288523,preventivo,comentario sobre el mantenimiento 8781
mnt-08782,2024-04-26,preventivo,malo,malo,20156,queja_usuario,comentario sobre el mantenimiento 8782
mnt-08783,2024-09-19,emergencia,bueno,regular,8927849,preventivo,comentario sobre el mantenimiento 8783
mnt-08784,2024-01-21,correctivo,malo,malo,7889430,queja_usuario,comentario sobre el mantenimiento 8784
mnt-08785,2024-03-01,correctivo,malo,bueno,4795184,queja_usuario,comentario sobre el mantenimiento 8785
mnt-08786,2024-09-30,preventivo,malo,malo,3530369,queja_usuario,comentario sobre el mantenimiento 8786
mnt-08787,2024-07-03,correctivo,malo,bueno,9312960,queja_usuario,comentario sobre el mantenimiento 8787
mnt-08788,2024-04-02,correctivo,regular,bueno,9492873,preventivo,comentario sobre el mantenimiento 8788
mnt-08789,2024-06-03,emergencia,regular,regular,9294045,queja_usuario,comentario sobre el mantenimiento 8789
mnt-08790,2024-03-18,preventivo,bueno,regular,3960676,queja_usuario,comentario sobre el mantenimiento 8790
mnt-08791,2024-09-29,preventivo,malo,malo,19795,queja_usuario,comentario sobre el mantenimiento 8791
mnt-08792,2024-07-29,preventivo,bueno,regular,9264336,preventivo,comentario sobre el mantenimiento 8792
mnt-08793,2024-03-27,emergencia,bueno,malo,33648,queja_usuario,comentario sobre el mantenimiento 8793
mnt-08794,2024-05-09,correctivo,bueno,malo,33899,preventivo,comentario sobre el mantenimiento 8794
mnt-08795,2024-05-08,correctivo,bueno,bueno,7928377,queja_usuario,comentario sobre el mantenimiento 8795
mnt-08796,2024-07-14,emergencia,regular,bueno,24960,preventivo,comentario sobre el mantenimiento 8796
mnt-08797,2024-03-27,emergencia,bueno,regular,6842731,preventivo,comentario sobre el mantenimiento 8797
mnt-08798,2024-04-06,correctivo,malo,malo,7603149,queja_usuario,comentario sobre el mantenimiento 8798
mnt-08799,2024-04-25,preventivo,malo,bueno,7537981,preventivo,comentario sobre el mantenimiento 8799
mnt-08800,2024-01-30,preventivo,bueno,regular,7840615,preventivo,comentario sobre el mantenimiento 8800
mnt-08801,2023-12-11,preventivo,regular,bueno,9150336,preventivo,comentario sobre el mantenimiento 8801
mnt-08802,2023-10-31,emergencia,regular,bueno,9294740,queja_usuario,comentario sobre el mantenimiento 8802
mnt-08803,2024-01-06,preventivo,bueno,regular,9277669,queja_usuario,comentario sobre el mantenimiento 8803
mnt-08804,2024-05-25,emergencia,regular,bueno,19541,queja_usuario,comentario sobre el mantenimiento 8804
mnt-08805,2024-05-08,correctivo,malo,malo,19970,queja_usuario,comentario sobre el mantenimiento 8805
mnt-08806,2023-12-16,correctivo,malo,bueno,7614039,queja_usuario,comentario sobre el mantenimiento 8806
mnt-08807,2024-09-29,preventivo,malo,bueno,19264,preventivo,comentario sobre el mantenimiento 8807
mnt-08808,2024-07-07,emergencia,regular,regular,4731187,preventivo,comentario sobre el mantenimiento 8808
mnt-08809,2024-08-18,correctivo,regular,regular,58849,queja_usuario,comentario sobre el mantenimiento 8809
mnt-08810,2023-09-12,correctivo,bueno,regular,9395754,queja_usuario,comentario sobre el mantenimiento 8810
mnt-08811,2024-04-23,emergencia,regular,regular,22448,preventivo,comentario sobre el mantenimiento 8811
mnt-08812,2024-03-08,correctivo,regular,malo,21615,queja_usuario,comentario sobre el mantenimiento 8812
mnt-08813,2024-08-24,emergencia,malo,regular,21262,preventivo,comentario sobre el mantenimiento 8813
mnt-08814,2024-01-31,preventivo,regular,malo,7927323,queja_usuario,comentario sobre el mantenimiento 8814
mnt-08815,2024-05-11,emergencia,bueno,bueno,19939,queja_usuario,comentario sobre el mantenimiento 8815
mnt-08816,2024-07-03,emergencia,regular,regular,24983,preventivo,comentario sobre el mantenimiento 8816
mnt-08817,2024-04-05,preventivo,malo,bueno,9291002,queja_usuario,comentario sobre el mantenimiento 8817
mnt-08818,2024-10-06,emergencia,bueno,malo,20636,queja_usuario,comentario sobre el mantenimiento 8818
mnt-08819,2024-11-08,emergencia,malo,malo,7928079,preventivo,comentario sobre el mantenimiento 8819
mnt-08820,2024-06-04,correctivo,regular,regular,21521,preventivo,comentario sobre el mantenimiento 8820
mnt-08821,2024-03-27,preventivo,bueno,regular,4987689,queja_usuario,comentario sobre el mantenimiento 8821
mnt-08822,2024-07-30,preventivo,malo,regular,22192,preventivo,comentario sobre el mantenimiento 8822
